0001 | Nevus | A melanocytic nevus is a common benign skin lesion caused by a local proliferation of melanocytes. | sources=S8
0444 | Solar or actinic keratosis | RAG fact: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0445 | Solar or actinic keratosis | RAG fact: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0446 | Solar or actinic keratosis | RAG fact: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0447 | Solar or actinic keratosis | RAG fact: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0448 | Solar or actinic keratosis | RAG fact: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0449 | Solar or actinic keratosis | RAG fact: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0450 | Solar or actinic keratosis | RAG fact: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0451 | Solar or actinic keratosis | Lesion summary: Actinic keratosis is an irregular skin-colored, red, or pigmented papule or plaque on sun-damaged skin. | sources=S4,S16,S17,S18
0452 | Solar or actinic keratosis | Lesion summary: Actinic keratosis often occurs on the bald scalp, ear, face, or back of the hand. | sources=S4,S16,S17,S18
0453 | Solar or actinic keratosis | Lesion summary: Multiple actinic keratoses are often present in the same patient. | sources=S4,S16,S17,S18
0454 | Solar or actinic keratosis | Lesion summary: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0455 | Solar or actinic keratosis | Lesion summary: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0456 | Solar or actinic keratosis | Lesion summary: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0457 | Solar or actinic keratosis | Lesion summary: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0458 | Solar or actinic keratosis | Lesion summary: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0459 | Solar or actinic keratosis | Lesion summary: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0460 | Solar or actinic keratosis | Lesion summary: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0461 | Solar or actinic keratosis | Medical note: Actinic keratosis is an irregular skin-colored, red, or pigmented papule or plaque on sun-damaged skin. | sources=S4,S16,S17,S18
0462 | Solar or actinic keratosis | Medical note: Actinic keratosis often occurs on the bald scalp, ear, face, or back of the hand. | sources=S4,S16,S17,S18
0463 | Solar or actinic keratosis | Medical note: Multiple actinic keratoses are often present in the same patient. | sources=S4,S16,S17,S18
0464 | Solar or actinic keratosis | Medical note: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0465 | Solar or actinic keratosis | Medical note: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0466 | Solar or actinic keratosis | Medical note: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0467 | Solar or actinic keratosis | Medical note: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0468 | Solar or actinic keratosis | Medical note: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0469 | Solar or actinic keratosis | Medical note: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0470 | Solar or actinic keratosis | Medical note: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0471 | Solar or actinic keratosis | Classification clue: Actinic keratosis is an irregular skin-colored, red, or pigmented papule or plaque on sun-damaged skin. | sources=S4,S16,S17,S18
0472 | Solar or actinic keratosis | Classification clue: Actinic keratosis often occurs on the bald scalp, ear, face, or back of the hand. | sources=S4,S16,S17,S18
0473 | Solar or actinic keratosis | Classification clue: Multiple actinic keratoses are often present in the same patient. | sources=S4,S16,S17,S18
0474 | Solar or actinic keratosis | Classification clue: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0475 | Solar or actinic keratosis | Classification clue: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0476 | Solar or actinic keratosis | Classification clue: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0477 | Solar or actinic keratosis | Classification clue: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0478 | Solar or actinic keratosis | Classification clue: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0479 | Solar or actinic keratosis | Classification clue: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0480 | Solar or actinic keratosis | Classification clue: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0481 | Solar or actinic keratosis | Reference-backed statement: Actinic keratosis is an irregular skin-colored, red, or pigmented papule or plaque on sun-damaged skin. | sources=S4,S16,S17,S18
0482 | Solar or actinic keratosis | Reference-backed statement: Actinic keratosis often occurs on the bald scalp, ear, face, or back of the hand. | sources=S4,S16,S17,S18
0483 | Solar or actinic keratosis | Reference-backed statement: Multiple actinic keratoses are often present in the same patient. | sources=S4,S16,S17,S18
0484 | Solar or actinic keratosis | Reference-backed statement: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0485 | Solar or actinic keratosis | Reference-backed statement: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0486 | Solar or actinic keratosis | Reference-backed statement: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0487 | Solar or actinic keratosis | Reference-backed statement: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0488 | Solar or actinic keratosis | Reference-backed statement: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0489 | Solar or actinic keratosis | Reference-backed statement: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0490 | Solar or actinic keratosis | Reference-backed statement: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0491 | Solar or actinic keratosis | Dermatology corpus line: Actinic keratosis is an irregular skin-colored, red, or pigmented papule or plaque on sun-damaged skin. | sources=S4,S16,S17,S18
0492 | Solar or actinic keratosis | Dermatology corpus line: Actinic keratosis often occurs on the bald scalp, ear, face, or back of the hand. | sources=S4,S16,S17,S18
0493 | Solar or actinic keratosis | Dermatology corpus line: Multiple actinic keratoses are often present in the same patient. | sources=S4,S16,S17,S18
0494 | Solar or actinic keratosis | Dermatology corpus line: A white, yellow, scaly, warty, or horny surface is a typical clinical clue for actinic keratosis. | sources=S4,S16,S17,S18
0495 | Solar or actinic keratosis | Dermatology corpus line: Actinic keratosis may be tender or easier to feel than to see. | sources=S4,S16,S17,S18
0496 | Solar or actinic keratosis | Dermatology corpus line: Actinic keratosis is considered a precancerous lesion caused by too much sun exposure. | sources=S4,S16,S17,S18
0497 | Solar or actinic keratosis | Dermatology corpus line: Actinic keratosis can progress to squamous cell carcinoma in some cases. | sources=S4,S16,S17,S18
0498 | Solar or actinic keratosis | Dermatology corpus line: Facial nonpigmented actinic keratosis often shows a strawberry pattern on dermoscopy. | sources=S4,S16,S17,S18
0499 | Solar or actinic keratosis | Dermatology corpus line: The strawberry pattern includes a pink background with a pseudonetwork around follicular openings. | sources=S4,S16,S17,S18
0500 | Solar or actinic keratosis | Dermatology corpus line: Rosettes, keratotic plugs, and surface scale are dermoscopic clues that may support actinic keratosis. | sources=S4,S16,S17,S18
0501 | Melanoma metastasis | Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0502 | Melanoma metastasis | Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0503 | Melanoma metastasis | Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0504 | Melanoma metastasis | Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0505 | Melanoma metastasis | In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0506 | Melanoma metastasis | Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0507 | Melanoma metastasis | Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0508 | Melanoma metastasis | Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0509 | Melanoma metastasis | Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0510 | Melanoma metastasis | Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0511 | Melanoma metastasis | Diagnostic note: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0512 | Melanoma metastasis | Diagnostic note: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0513 | Melanoma metastasis | Diagnostic note: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0514 | Melanoma metastasis | Diagnostic note: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0515 | Melanoma metastasis | Diagnostic note: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0516 | Melanoma metastasis | Diagnostic note: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0517 | Melanoma metastasis | Diagnostic note: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0518 | Melanoma metastasis | Diagnostic note: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0519 | Melanoma metastasis | Diagnostic note: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0520 | Melanoma metastasis | Diagnostic note: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0521 | Melanoma metastasis | Clinical teaching point: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0522 | Melanoma metastasis | Clinical teaching point: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0523 | Melanoma metastasis | Clinical teaching point: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0524 | Melanoma metastasis | Clinical teaching point: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0525 | Melanoma metastasis | Clinical teaching point: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0526 | Melanoma metastasis | Clinical teaching point: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0527 | Melanoma metastasis | Clinical teaching point: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0528 | Melanoma metastasis | Clinical teaching point: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0529 | Melanoma metastasis | Clinical teaching point: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0530 | Melanoma metastasis | Clinical teaching point: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0531 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0532 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0533 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0534 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0535 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that in-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0536 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0537 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0538 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0539 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0540 | Melanoma metastasis | For dermoscopy-focused retrieval, remember that metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0541 | Melanoma metastasis | RAG fact: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0542 | Melanoma metastasis | RAG fact: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0543 | Melanoma metastasis | RAG fact: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0544 | Melanoma metastasis | RAG fact: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0545 | Melanoma metastasis | RAG fact: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0546 | Melanoma metastasis | RAG fact: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0547 | Melanoma metastasis | RAG fact: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0548 | Melanoma metastasis | RAG fact: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0549 | Melanoma metastasis | RAG fact: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0550 | Melanoma metastasis | RAG fact: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0551 | Melanoma metastasis | Lesion summary: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0552 | Melanoma metastasis | Lesion summary: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0553 | Melanoma metastasis | Lesion summary: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0554 | Melanoma metastasis | Lesion summary: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0555 | Melanoma metastasis | Lesion summary: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0556 | Melanoma metastasis | Lesion summary: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0557 | Melanoma metastasis | Lesion summary: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0558 | Melanoma metastasis | Lesion summary: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0559 | Melanoma metastasis | Lesion summary: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0560 | Melanoma metastasis | Lesion summary: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0561 | Melanoma metastasis | Medical note: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0562 | Melanoma metastasis | Medical note: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0563 | Melanoma metastasis | Medical note: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0564 | Melanoma metastasis | Medical note: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0565 | Melanoma metastasis | Medical note: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0566 | Melanoma metastasis | Medical note: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0567 | Melanoma metastasis | Medical note: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0568 | Melanoma metastasis | Medical note: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0569 | Melanoma metastasis | Medical note: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0570 | Melanoma metastasis | Medical note: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0571 | Melanoma metastasis | Classification clue: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0572 | Melanoma metastasis | Classification clue: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0573 | Melanoma metastasis | Classification clue: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0574 | Melanoma metastasis | Classification clue: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0575 | Melanoma metastasis | Classification clue: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0576 | Melanoma metastasis | Classification clue: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0577 | Melanoma metastasis | Classification clue: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0578 | Melanoma metastasis | Classification clue: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0579 | Melanoma metastasis | Classification clue: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0580 | Melanoma metastasis | Classification clue: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0581 | Melanoma metastasis | Reference-backed statement: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0582 | Melanoma metastasis | Reference-backed statement: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0583 | Melanoma metastasis | Reference-backed statement: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0584 | Melanoma metastasis | Reference-backed statement: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0585 | Melanoma metastasis | Reference-backed statement: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0586 | Melanoma metastasis | Reference-backed statement: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0587 | Melanoma metastasis | Reference-backed statement: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0588 | Melanoma metastasis | Reference-backed statement: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0589 | Melanoma metastasis | Reference-backed statement: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0590 | Melanoma metastasis | Reference-backed statement: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0591 | Melanoma metastasis | Dermatology corpus line: Metastatic melanoma is melanoma that has spread beyond the primary site. | sources=S9
0592 | Melanoma metastasis | Dermatology corpus line: Melanoma can spread through lymphatic channels, blood vessels, or both. | sources=S9
0593 | Melanoma metastasis | Dermatology corpus line: Metastatic melanoma can involve subcutaneous tissue, lymph nodes, lungs, liver, bone, brain, and other organs. | sources=S9
0594 | Melanoma metastasis | Dermatology corpus line: Local recurrence means melanoma recurrence within 2 cm of the surgical scar of the primary lesion. | sources=S9
0595 | Melanoma metastasis | Dermatology corpus line: In-transit metastases are melanoma deposits within lymphatic vessels more than 2 cm from the primary site. | sources=S9
0596 | Melanoma metastasis | Dermatology corpus line: Nodal metastasis refers to metastatic melanoma involving lymph nodes. | sources=S9
0597 | Melanoma metastasis | Dermatology corpus line: Regional lymph nodes may become enlarged and palpable when nodal metastasis occurs. | sources=S9
0598 | Melanoma metastasis | Dermatology corpus line: Hematogenous spread means melanoma cells have disseminated through the bloodstream. | sources=S9
0599 | Melanoma metastasis | Dermatology corpus line: Once melanoma cells enter the bloodstream, they can deposit at distant sites. | sources=S9
0600 | Melanoma metastasis | Dermatology corpus line: Metastatic melanoma indicates biologic spread and therefore a more advanced disease state than localized melanoma. | sources=S9
0601 | Squamous cell carcinoma, NOS | Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0602 | Squamous cell carcinoma, NOS | Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0603 | Squamous cell carcinoma, NOS | An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0604 | Squamous cell carcinoma, NOS | Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0605 | Squamous cell carcinoma, NOS | Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0606 | Squamous cell carcinoma, NOS | Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0607 | Squamous cell carcinoma, NOS | Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0608 | Squamous cell carcinoma, NOS | Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0609 | Squamous cell carcinoma, NOS | A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0610 | Squamous cell carcinoma, NOS | Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0611 | Squamous cell carcinoma, NOS | Diagnostic note: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0612 | Squamous cell carcinoma, NOS | Diagnostic note: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0613 | Squamous cell carcinoma, NOS | Diagnostic note: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0614 | Squamous cell carcinoma, NOS | Diagnostic note: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0615 | Squamous cell carcinoma, NOS | Diagnostic note: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0616 | Squamous cell carcinoma, NOS | Diagnostic note: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0617 | Squamous cell carcinoma, NOS | Diagnostic note: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0618 | Squamous cell carcinoma, NOS | Diagnostic note: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0619 | Squamous cell carcinoma, NOS | Diagnostic note: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0620 | Squamous cell carcinoma, NOS | Diagnostic note: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0621 | Squamous cell carcinoma, NOS | Clinical teaching point: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0622 | Squamous cell carcinoma, NOS | Clinical teaching point: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0623 | Squamous cell carcinoma, NOS | Clinical teaching point: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0624 | Squamous cell carcinoma, NOS | Clinical teaching point: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0625 | Squamous cell carcinoma, NOS | Clinical teaching point: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0626 | Squamous cell carcinoma, NOS | Clinical teaching point: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0627 | Squamous cell carcinoma, NOS | Clinical teaching point: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0628 | Squamous cell carcinoma, NOS | Clinical teaching point: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0629 | Squamous cell carcinoma, NOS | Clinical teaching point: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0630 | Squamous cell carcinoma, NOS | Clinical teaching point: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0631 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0632 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0633 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that an SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0634 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0635 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0636 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0637 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0638 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0639 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that a new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0640 | Squamous cell carcinoma, NOS | For dermoscopy-focused retrieval, remember that squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0641 | Squamous cell carcinoma, NOS | RAG fact: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0642 | Squamous cell carcinoma, NOS | RAG fact: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0643 | Squamous cell carcinoma, NOS | RAG fact: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0644 | Squamous cell carcinoma, NOS | RAG fact: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0645 | Squamous cell carcinoma, NOS | RAG fact: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0646 | Squamous cell carcinoma, NOS | RAG fact: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0647 | Squamous cell carcinoma, NOS | RAG fact: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0648 | Squamous cell carcinoma, NOS | RAG fact: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0649 | Squamous cell carcinoma, NOS | RAG fact: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
